Country,Location,Airbnb_ListingID,Scrape_Date,Lat,Lng,City,LocalizedCity,LocalizedNeighbourhood_Source,LocalizedNeighbourhood_ML,LocalizedNeighbourhood,ListingTitle,Bathrooms,Bedrooms,Beds,MaxGuests,Host_ID,Host_FirstName,Host_isSuperhost,isNewListing,isSuperhost,RoomType,RoomType_Clean,SpaceType,SpaceType_Clean,isHomeOrServicedApartment,PictureCount,ReviewCount,ReviewScore,StarRating,isLimitedAirbnbData,BasicNightPrice_CheckIn,BasicNightPrice_CheckOut,Currency,BasicNightPrice,Taxes,BasicNightPriceString_USD,BasicNightPrice_USD,Taxes_USD,isOverpricedPerBeds_Calc,isOverpricedPerGuest_Calc,Amenities_SelfCheckIn,HostLanguages_Verbose,RecordInserted
Canada,Calgary,937715569409099752,2025-10-29,51.04095,-114.05496,Calgary,Calgary,Beltline,Beltline,Beltline,"5 Min Walk to Saddledome-Amazing Views, Luxury 2BR",2.0,2,2.0,4,518803567,Kendra,False,False,False,Entire home/flat,Entire Home,Entire apartment,Entire apartment,1,37,106,4.78,5.0,False,,,CAD,,,,,,0,0,True,['English'],2025-10-29 18:17:30
Canada,Calgary,32673090,2025-10-29,51.041,-114.07015,Calgary,Calgary,Beltline,Beltline,Beltline,☀️SKYLINE VIEWS☀️ DT Beltline  Pool/Gym/Sauna/Park,1.0,1,1.0,3,84121108,Neil,False,False,False,Entire home/flat,Entire Home,Entire apartment,Entire apartment,1,17,107,4.92,5.0,False,,,CAD,,,,,,0,0,False,[],2025-10-29 18:17:36
Canada,Calgary,21531279,2025-10-29,51.04938,-114.08603,Calgary,Calgary,Downtown Calgary,Downtown Calgary,Downtown Calgary,Luxury DT Whole Apartment with Underground Parking,1.0,1,2.0,2,156492260,Susan,False,False,False,Entire home/flat,Entire Home,Entire apartment,Entire apartment,1,18,203,4.87,5.0,False,,,CAD,,,,,,0,0,True,['English'],2025-10-29 18:17:58
Canada,Calgary,43868185,2025-10-29,51.15801,-113.96024,Calgary,Calgary,Skyview Ranch,Skyview Ranch,Skyview Ranch,"Mid/long term, perfect for contractors and more.",1.0,2,2.0,4,173753167,Eric,True,False,True,Entire home/flat,Entire Home,Entire apartment,Entire apartment,1,9,46,4.89,5.0,False,2025-11-15,2025-11-20,CAD,414.0,181.21,5 nights x $297.04,297.0,130.0,1,0,True,['English' 'French' 'Tagalog'],2025-10-29 18:20:00
Canada,Calgary,1435646668154816977,2025-10-29,50.97939,-114.06274,Calgary,Calgary,Acadia,,Acadia,Sleek Mid Century Modern - Viral Condo,1.5,1,1.0,2,57819244,Lyndon,False,False,False,Entire home/flat,Entire Home,Entire apartment,Entire apartment,1,0,7,5.0,5.0,False,2025-11-01,2025-11-06,CAD,246.73,104.55,5 nights x $177.50,177.0,75.0,0,0,True,[],2025-10-29 18:21:58
Canada,Calgary,1238728662798987025,2025-10-29,50.86792,-113.95509,Calgary,Calgary,Seton,Seton,Seton,Cozy 2Bed Condo in Seton near South Health Campus,1.0,2,1.0,4,87311816,Karen,True,False,True,Entire home/flat,Entire Home,Entire apartment,Entire apartment,1,0,15,4.93,5.0,False,2025-12-01,2025-12-06,CAD,117.09,52.97,5 nights x $84.50,84.0,38.0,0,0,True,[],2025-10-29 18:23:04
Canada,Calgary,53395940,2025-10-29,51.05617,-114.08582,Calgary,Calgary,Sunnyside,Sunnyside,Sunnyside,Lovely 2-bedroom condo with Free Parking,1.0,2,2.0,4,417573151,Frank,False,False,False,Entire home/flat,Entire Home,Entire apartment,Entire apartment,1,10,147,4.78,5.0,False,2025-11-02,2025-11-07,CAD,147.76,64.12,5 nights x $106.93,106.0,46.0,0,0,True,[],2025-10-29 18:23:45
Canada,Calgary,637720508091723506,2025-10-29,51.057918832560965,-114.05500036024489,Calgary,Calgary,Crescent Heights,Crescent Heights,Crescent Heights,Lovely 2 bedroom condo w/ free parking on premises,1.0,2,2.0,4,204209613,De-Ann,False,False,False,Entire home/flat,Entire Home,Entire apartment,Entire apartment,1,10,16,4.63,4.5,False,2025-11-07,2025-11-12,CAD,349.88,153.33,5 nights x $251.21,251.0,110.0,0,0,True,['English'],2025-10-29 18:23:50
Canada,Calgary,1134127777215738779,2025-10-29,51.041,-114.09357,Calgary,Calgary,Beltline,,Beltline,Luxury Studio | Prime Downtown,1.0,1,0.0,2,529481763,Najam,True,False,True,Entire home/flat,Entire Home,Entire apartment,Entire apartment,1,63,82,4.96,5.0,False,2025-11-02,2025-11-07,CAD,140.79,27.88,5 nights x $101.01,101.0,20.0,0,0,True,"['Afrikaans' 'Arabic' 'Azerbaijani' 'Belarusian' 'Bulgarian' 'Bengali'
 'Bosnian' 'Catalan' 'Czech' 'Danish' 'German' 'Greek' 'English' 'Spanish'
 'Estonian' 'Basque' 'Persian' 'Finnish' 'French' 'Irish' 'Galician'
 'Gujarati' 'Hebrew' 'Hindi' 'Croatian' 'Haitian' 'Hungarian' 'Armenian'
 'Indonesian' 'Icelandic' 'Italian' 'Japanese' 'Georgian' 'Central Khmer'
 'Kannada' 'Korean' 'Kirghiz' 'Lao' 'Lithuanian' 'Latvian' 'Macedonian'
 'Malay' 'Maltese' 'Burmese' 'Dutch' 'Norwegian' 'Panjabi' 'Polish'
 'Portuguese' 'Romanian' 'Russian' 'Slovak' 'Slovenian' 'Albanian'
 'Serbian' 'Swedish' 'Swahili' 'Tamil' 'Telugu' 'Thai' 'Tagalog' 'Turkish'
 'Ukrainian' 'Urdu' 'Vietnamese' 'Xhosa' 'Chinese' 'Zulu']",2025-10-29 18:24:02
Canada,Calgary,761824058550759676,2025-10-29,51.03979488647396,-114.06449731439352,Calgary,Calgary,Beltline,Beltline,Beltline,Welcome to the Red Room in trendy Victoria Park,2.0,2,1.0,6,10174701,Soraya Maria,False,False,False,Entire home/flat,Entire Home,Entire apartment,Entire apartment,1,1,27,4.85,5.0,False,2026-07-06,2026-07-11,CAD,1198.8,525.52,5 nights x $860.57,860.0,377.0,1,1,True,['English' 'French' 'Spanish'],2025-10-29 18:24:44
Canada,Calgary,1523035565060127197,2025-10-29,51.04303,-114.07643,Calgary,Calgary,,,,Harley Loft 1Bedroom Downtown with Balcony,1.0,1,2.0,4,443950560,Globalstay,False,True,False,Entire home/flat,Entire Home,Entire apartment,Entire apartment,1,0,0,,,False,2025-11-04,2025-11-09,CAD,138.0,50.18,5 nights x $99.90,99.0,36.0,0,0,True,['English' 'Russian' 'Spanish'],2025-10-29 18:24:53
Canada,Calgary,693748023110321708,2025-10-29,51.03765521039494,-114.07229803862305,Calgary,Calgary,Mission,Mission,Mission,6th Floor 2 Bedroom Condo with Parking,1.0,2,2.0,4,131854699,Joseph,False,False,False,Entire home/flat,Entire Home,Entire apartment,Entire apartment,1,9,114,4.82,5.0,False,2025-11-05,2025-11-10,CAD,136.61,55.76,5 nights x $98.92,98.0,40.0,0,0,True,[],2025-10-29 18:24:58
Canada,Calgary,1211628244851497164,2025-10-29,50.96765,-114.06345,Calgary,Calgary,Acadia,Acadia,Acadia,Entire Bungalow in Heart of Acadia,2.0,3,3.0,5,21332259,Steven,True,False,True,Entire home/flat,Entire Home,Entire bungalow,Entire bungalow,1,0,0,,,False,,,CAD,,,,,,0,0,True,['English'],2025-10-29 18:14:26
Canada,Calgary,802305170788372597,2025-10-29,51.0887,-114.20036,Calgary,Calgary,Bowness,Bowness,Bowness,"NW Luxury-3BR, A/C, WinSport, & Banff",2.0,3,3.0,5,169221601,Sara,True,False,True,Entire home/flat,Entire Home,Entire bungalow,Entire bungalow,1,28,107,4.97,5.0,False,2026-04-17,2026-04-22,CAD,264.85,115.7,5 nights x $190.62,190.0,83.0,0,0,True,['English' 'French'],2025-10-29 18:19:18
Canada,Calgary,1406872625126788629,2025-10-29,51.07792031266585,-113.9362242608932,Calgary,Calgary,,,,Full 2-Bedroom Home | Quiet Stay with Yard,1.0,2,2.0,4,685893759,Sylvie,True,False,True,Entire home/flat,Entire Home,Entire bungalow,Entire bungalow,1,0,19,4.79,5.0,False,2025-11-01,2025-11-06,CAD,135.21,30.67,5 nights x $97.60,97.0,22.0,0,0,True,['English' 'French'],2025-10-29 18:20:19
Canada,Calgary,28587809,2025-10-29,51.08667,-114.10611,Calgary,Calgary,Collingwood,Collingwood,Collingwood,Your Home - Your Time (entire main floor 3brms),1.0,3,3.0,6,215599889,Hung,False,False,False,Entire home/flat,Entire Home,Entire bungalow,Entire bungalow,1,12,211,4.72,4.5,False,2025-11-02,2025-11-07,CAD,163.09,36.24,5 nights x $117.12,117.0,26.0,0,0,True,['English'],2025-10-29 18:21:15
Canada,Calgary,35843047,2025-10-29,51.10086,-114.12943,Calgary,Calgary,Charleswood,,Charleswood,COZY – HOMEY AIRBNB (entire main floor 3brms),1.0,3,3.0,6,215599889,Hung,False,False,False,Entire home/flat,Entire Home,Entire bungalow,Entire bungalow,1,21,107,4.71,4.5,False,2025-11-23,2025-11-28,CAD,167.27,37.64,5 nights x $120.68,120.0,27.0,0,0,True,['English'],2025-10-29 18:21:29
Canada,Calgary,52601784,2025-10-29,51.02005,-114.07805,Calgary,Calgary,Elbow Park,,Elbow Park,Stunning Historical Landmark in Elbow Park,3.0,4,4.0,8,232289767,Maham,True,False,True,Entire home/flat,Entire Home,Entire bungalow,Entire bungalow,1,41,26,5.0,5.0,False,2026-03-07,2026-03-12,CAD,984.13,196.55,5 nights x $706.05,706.0,141.0,1,1,True,['English' 'Hindi'],2025-10-29 18:22:08
Canada,Calgary,716652208900768776,2025-10-29,51.07241,-114.15573,Calgary,Calgary,Montgomery,Montgomery,Montgomery,"Best studio in prime location, calm, nature & more",1.0,0,0.0,2,9012610,Lyssia,False,False,False,Entire home/flat,Entire Home,Entire guest house,Entire guest house,1,20,19,5.0,5.0,False,2025-11-03,2025-11-10,CAD,107.33,65.52,7 nights x $77.59,77.0,47.0,0,0,True,['English' 'Spanish' 'French'],2025-10-29 18:21:43
Canada,Calgary,1254362503701983864,2025-10-29,51.05164231076639,-114.13728198285504,Calgary,Calgary,Spruce Cliff,,Spruce Cliff,New - Modern - 2 Bed - 2 Bath,2.0,2,2.0,4,36740819,Steven,True,False,True,Entire home/flat,Entire Home,Entire guest house,Entire guest house,1,0,9,4.89,5.0,False,2025-11-01,2025-11-06,CAD,348.49,78.06,5 nights x $250.37,250.0,56.0,0,0,True,[],2025-10-29 18:21:51
Canada,Calgary,54248773,2025-10-29,51.04117,-114.03179,Calgary,Calgary,Inglewood,Inglewood,Inglewood,5 mins to Stampede! Fantastic guesthouse w parking,1.5,2,3.0,5,159845182,Jacqueline,True,False,True,Entire home/flat,Entire Home,Entire guest house,Entire guest house,1,25,301,5.0,5.0,False,2025-11-02,2025-11-07,CAD,168.67,73.88,5 nights x $121.23,121.0,53.0,0,0,True,['English' 'French'],2025-10-29 18:22:44
Canada,Calgary,1172629179272601471,2025-10-29,51.08262,-114.2718,Calgary,Calgary,Crestmont,Crestmont,Crestmont,"2 beds, 1 bath Walkout Basement",1.0,2,2.0,6,63252353,Mian,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,28,57,4.96,5.0,False,,,CAD,,,,,,0,0,True,['English' 'Panjabi' 'Urdu'],2025-10-29 18:12:11
Canada,Calgary,19637630,2025-10-29,51.07975,-114.06793,Calgary,Calgary,Tuxedo Park,Tuxedo Park,Tuxedo Park,Fresh New 1 Bdrm Suite - Call for longterm,1.0,1,2.0,4,29542234,Faye,False,False,False,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,16,27,5.0,5.0,False,,,CAD,,,,,,0,0,True,['English'],2025-10-29 18:13:51
Canada,Calgary,1448616224265606096,2025-10-29,51.13333613346771,-113.96423218613027,Calgary,Calgary,Saddle Ridge,Saddle Ridge,Saddle Ridge,Best Luxury Suite Near Airport With Home Theater,1.0,1,2.0,4,188184755,Avneet,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,0,44,5.0,5.0,False,,,CAD,,,,,,0,0,True,[],2025-10-29 18:14:41
Canada,Calgary,937856412505310770,2025-10-29,51.0649,-113.82546,Chestermere,Chestermere,,Chestermere,Chestermere,Entire Basement suite,1.0,2,2.0,4,274611339,Satinderpal,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,10,71,4.8,5.0,False,2025-11-01,2025-11-06,CAD,107.33,46.0,5 nights x $77.23,77.0,33.0,0,0,True,['English'],2025-10-29 18:18:17
Canada,Calgary,1489187189076261307,2025-10-29,51.02251579805107,-113.8484188914299,Chestermere,Chestermere,,Chestermere,Chestermere,Basement Suite-Chestermere,1.0,2,2.0,5,547852041,Sahil,False,False,False,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,0,0,,,False,2025-11-01,2025-11-06,CAD,107.33,23.7,5 nights x $77.53,77.0,17.0,0,0,False,[],2025-10-29 18:18:31
Canada,Calgary,6711971,2025-10-29,50.8257,-113.88669,De Winton,De Winton,,,,Little House on the Prairie,2.0,2,2.0,2,20826897,Maureen,False,False,False,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,7,4,4.75,5.0,False,2025-11-01,2025-11-06,CAD,177.03,76.67,5 nights x $127.30,127.0,55.0,0,0,False,[],2025-10-29 18:18:35
Canada,Calgary,942386514388942035,2025-10-29,50.94249,-113.9872,Calgary,Calgary,,,,Cozy Walkout - Golf Course Views,1.0,1,1.0,2,319275681,Dulitha,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,14,56,4.96,5.0,False,2025-11-16,2025-11-21,CAD,125.46,54.36,5 nights x $90.81,90.0,39.0,0,0,True,['English'],2025-10-29 18:18:44
Canada,Calgary,699252362455302747,2025-10-29,51.11604,-114.22664,Calgary,Calgary,Northwest Calgary,,Northwest Calgary,"Private, 2 Bedroom Apartment - Close to Banff",1.0,2,2.0,4,79874774,Geoff,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,13,84,4.98,5.0,False,2025-11-03,2025-11-08,CAD,103.15,66.91,5 nights x $74.61,74.0,48.0,0,0,True,[],2025-10-29 18:19:06
Canada,Calgary,1185726251130285669,2025-10-29,51.031643,-114.2086191,Calgary,Calgary,Springbank Hill,Springbank Hill,Springbank Hill,E-Ark Homes,1.0,2,2.0,5,503671192,Josephine,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,17,36,4.89,5.0,False,2025-11-01,2025-11-06,CAD,185.4,80.85,5 nights x $133.07,133.0,58.0,0,0,True,[],2025-10-29 18:19:10
Canada,Calgary,1046729906361996088,2025-10-29,51.1228383,-114.2409024,Calgary,Calgary,Tuscany,Tuscany,Tuscany,Entire Cozy Guest Suite In Tuscany,1.0,2,2.0,4,525116256,Yong,False,False,False,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,24,35,4.49,4.5,False,2025-11-01,2025-11-06,CAD,133.82,58.55,5 nights x $96.75,96.0,42.0,0,0,True,['English' 'Chinese'],2025-10-29 18:19:11
Canada,Calgary,1402527635074927343,2025-10-29,50.88223,-114.0856,Calgary,Calgary,Silverado,Silverado,Silverado,Executive Suite/Spruce Meadows,2.0,1,2.0,2,572141867,Cynthia,False,False,False,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,0,6,5.0,5.0,False,2025-11-01,2025-11-06,CAD,181.21,40.42,5 nights x $130.70,130.0,29.0,0,0,False,['English'],2025-10-29 18:19:37
Canada,Calgary,588666076468343759,2025-10-29,51.146313,-113.96417,Calgary,Calgary,Cityscape,Cityscape,Cityscape,One bedroom secondary suite in residential home,1.0,1,1.0,2,450864577,Samina,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,16,642,4.97,5.0,False,2025-11-16,2025-11-21,CAD,86.42,37.64,5 nights x $62.80,62.0,27.0,0,0,True,['English'],2025-10-29 18:19:51
Canada,Calgary,1212571170554395014,2025-10-29,51.18600929999999,-114.0485946,Calgary,Calgary,Northwest Calgary,Northwest Calgary,Northwest Calgary,Ivy’s Nest,1.0,2,2.0,4,593212400,Rukevwe,False,False,False,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,0,119,4.71,4.5,False,2025-11-02,2025-11-07,CAD,117.09,50.18,5 nights x $84.02,84.0,36.0,0,0,True,['English'],2025-10-29 18:20:08
Canada,Calgary,695111361163450324,2025-10-29,50.8645228,-113.9547551,Calgary,Calgary,Seton,Seton,Seton,Enjoy this Brand New Cozy 2BR Guest Suite in YYC!,1.0,2,2.0,4,475374746,Idowu,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,49,91,4.96,5.0,False,2026-01-16,2026-01-21,CAD,143.58,62.73,5 nights x $103.54,103.0,45.0,0,0,True,['English'],2025-10-29 18:20:30
Canada,Calgary,550986875693489725,2025-10-29,50.87412,-114.00209,Calgary,Calgary,,,,Feel At Home Private Suite #NoChores#NoCleaningFee,1.0,1,1.0,4,258420571,Madonna,False,False,False,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,55,61,4.92,5.0,False,2025-11-01,2025-11-06,CAD,97.58,41.82,5 nights x $70.62,70.0,30.0,0,0,True,['English'],2025-10-29 18:20:32
Canada,Calgary,1422825637123867745,2025-10-29,51.18966731511809,-114.08952810885192,Calgary,Calgary,Northwest Calgary,Northwest Calgary,Northwest Calgary,Stylish 2BR Basement Suite | 15 Mins to Airport.,1.0,2,2.0,4,304215818,Anwar,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,0,20,4.9,5.0,False,2025-11-01,2025-11-06,CAD,97.58,52.97,5 nights x $70.44,70.0,38.0,0,0,True,[],2025-10-29 18:20:42
Canada,Calgary,1161879464424274737,2025-10-29,51.19019,-114.08211,Calgary,Calgary,Northwest Calgary,Northwest Calgary,Northwest Calgary,Cozy one-bedroom walkout basement suite,1.0,1,1.0,2,418795164,Dagogo,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,9,32,4.91,5.0,False,2025-11-01,2025-11-06,CAD,111.52,48.79,5 nights x $80.62,80.0,35.0,0,0,True,['English'],2025-10-29 18:20:44
Canada,Calgary,1428738509228044220,2025-10-29,51.1892107,-114.171448,Calgary,Calgary,,,,Luxe Stay with a Designer Touch,1.0,2,2.0,4,697395059,Bamidele Steven,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,0,9,4.89,5.0,False,2025-11-03,2025-11-08,CAD,121.27,52.97,5 nights x $87.07,87.0,38.0,0,0,True,['English' 'French'],2025-10-29 18:20:58
Canada,Calgary,1400109334865357670,2025-10-29,51.09554593717932,-114.07564655598877,Calgary,Calgary,Highwood,Highwood,Highwood,2 Bedroom Modern Suite inner city,1.0,2,2.0,4,514124215,Shaofei,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,0,76,4.87,5.0,False,2025-11-06,2025-11-11,CAD,117.09,51.58,5 nights x $84.87,84.0,37.0,0,0,True,['English' 'Chinese'],2025-10-29 18:21:03
Canada,Calgary,42430276,2025-10-29,51.09569,-114.08136,Calgary,Calgary,Highwood,Highwood,Highwood,2 bedrooms close to airport and DT,1.0,2,2.0,4,44890171,Jayson,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,7,62,4.89,5.0,False,2025-11-13,2025-11-18,CAD,111.52,48.79,5 nights x $80.12,80.0,35.0,0,0,True,['English'],2025-10-29 18:21:07
Canada,Calgary,1434097106645018058,2025-10-29,51.0852344,-114.1205368,Calgary,Calgary,Charleswood,Charleswood,Charleswood,Cozy Suite,0.0,5,5.0,8,417039062,Amanpreet,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,0,10,4.9,5.0,False,2026-03-15,2026-03-20,CAD,425.15,185.4,5 nights x $305.52,305.0,133.0,0,0,True,[],2025-10-29 18:21:19
Canada,Calgary,1407474223856073651,2025-10-29,51.0919199,-114.144371,Calgary,Calgary,Varsity,Varsity,Varsity,"Carriage Home. Close to University, Hospital, COP.",1.5,2,2.0,4,38020616,Yuan Fei,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,0,18,4.94,5.0,False,2025-11-01,2025-11-06,CAD,157.52,32.06,5 nights x $113.03,113.0,23.0,0,0,True,['English'],2025-10-29 18:21:25
Canada,Calgary,1246828927119950167,2025-10-29,51.04137,-114.14282,Calgary,Calgary,Rosscarrock,Rosscarrock,Rosscarrock,Olympian-Hosted Basement Suite with Free Parking,1.0,2,2.0,4,124852640,Nicole,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,0,10,4.8,5.0,False,2025-11-07,2025-11-12,CAD,129.64,55.76,5 nights x $93.35,93.0,40.0,0,0,True,[],2025-10-29 18:21:39
Canada,Calgary,1163352207081141153,2025-10-29,51.03392,-114.17576,Calgary,Calgary,Signal Hill,Signal Hill,Signal Hill,Sun & Son HomeStay,1.0,2,3.0,6,579319855,Xiaoda,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,0,33,4.79,5.0,False,2025-11-02,2025-11-07,CAD,234.18,93.39,5 nights x $168.13,168.0,67.0,0,0,True,['English' 'Chinese'],2025-10-29 18:21:41
Canada,Calgary,1298861468102921017,2025-10-29,51.0777244,-114.1640931,Calgary,Calgary,Montgomery,Montgomery,Montgomery,COZY Suite | Close to Hospital | UofC | River!,1.0,2,2.0,4,52251080,Tristan,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,0,20,5.0,5.0,False,2026-03-19,2026-03-24,CAD,138.0,61.33,5 nights x $99.85,99.0,44.0,0,0,True,[],2025-10-29 18:21:53
Canada,Calgary,663218795904623543,2025-10-29,51.03644,-114.18011,Calgary,Calgary,Signal Hill,Signal Hill,Signal Hill,$0 CLEAN FEE*2BR|1BA|Jacuzzi|HiSpd|10minDT|Laundry,1.0,2,2.0,6,193366996,Zeeshan,False,False,False,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,37,16,4.38,4.5,False,2025-11-01,2025-11-06,CAD,302.49,132.43,5 nights x $217.10,217.0,95.0,0,0,True,['Arabic' 'English' 'French' 'Hindi' 'Panjabi'],2025-10-29 18:21:54
Canada,Calgary,48012578,2025-10-29,50.97316,-114.12322,Calgary,Calgary,Oakridge,,Oakridge,Dreamy suite-all the comforts & pretty in pink!,1.0,2,2.0,4,23451148,Onalee,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,18,42,4.86,5.0,False,2025-11-02,2025-11-07,CAD,182.61,79.46,5 nights x $131.55,131.0,57.0,0,0,True,[],2025-10-29 18:22:15
Canada,Calgary,662345773892020581,2025-10-29,51.0557665,-114.0353841,Calgary,Calgary,Bridgeland - Riverside,Bridgeland - Riverside,Bridgeland - Riverside,Beautifully Renovated 2 BR Suite in Bridgeland,1.0,2,3.0,6,467297322,Trevor,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,0,8,5.0,5.0,False,2025-11-06,2025-11-11,CAD,182.61,79.46,5 nights x $131.12,131.0,57.0,0,0,True,['English'],2025-10-29 18:22:40
Canada,Calgary,635479483050209688,2025-10-29,51.03913,-114.0308,Calgary,Calgary,Inglewood,Inglewood,Inglewood,Cozy Apartment (Walk Everywhere),1.0,1,1.0,2,228765262,Noah,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,24,71,4.8,5.0,False,2025-11-04,2025-11-09,CAD,112.91,48.79,5 nights x $81.65,81.0,35.0,0,0,True,['English'],2025-10-29 18:22:45
Canada,Calgary,1370071714466210964,2025-10-29,50.881325722592386,-113.91858174129247,Calgary,Calgary,,,,"Sapphire Suite - Brand New, Separate Entry Suite.",1.0,1,1.0,2,534766136,Josiah,False,False,False,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,0,7,5.0,5.0,False,2025-11-01,2025-11-06,CAD,111.52,48.79,5 nights x $80.63,80.0,35.0,0,0,True,[],2025-10-29 18:22:55
Canada,Calgary,865298361152659537,2025-10-29,51.18485,-114.05489,Calgary,Calgary,Northwest Calgary,Northwest Calgary,Northwest Calgary,Modern Guest Suite in Calgary,1.0,1,2.0,3,469335344,Oluwaseyi,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,19,59,4.88,5.0,False,2025-11-01,2025-11-06,CAD,87.82,37.64,5 nights x $63.66,63.0,27.0,0,0,True,['English'],2025-10-29 18:23:06
Canada,Calgary,804385834336004566,2025-10-29,51.18341,-114.0761,Calgary,Calgary,Northwest Calgary,Northwest Calgary,Northwest Calgary,Functional modern 2 bedroom cozy suite,1.0,2,2.0,4,496054675,Felicia,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,33,63,4.97,5.0,False,2025-11-01,2025-11-06,CAD,117.09,51.58,5 nights x $84.87,84.0,37.0,0,0,True,['English'],2025-10-29 18:23:09
Canada,Calgary,1307625852132177368,2025-10-29,51.1770866,-114.0821773,Calgary,Calgary,Northwest Calgary,Northwest Calgary,Northwest Calgary,Stylish 2BR 14mins to YYC Airport Private Entrance,1.0,2,2.0,4,440601568,Omone,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,0,9,5.0,5.0,False,2025-11-29,2025-12-04,CAD,121.27,52.97,5 nights x $87.26,87.0,38.0,0,0,False,['English'],2025-10-29 18:23:10
Canada,Calgary,1372474871894433304,2025-10-29,51.1785811,-114.0924956,Calgary,Calgary,Northwest Calgary,Northwest Calgary,Northwest Calgary,Cozy 2 Bedroom: 15Min to Airport and 1hr to Banff,1.0,2,3.0,5,683106356,Ayodeji,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,0,58,4.95,5.0,False,2025-11-01,2025-11-06,CAD,94.79,41.82,5 nights x $68.74,68.0,30.0,0,0,True,['English'],2025-10-29 18:23:16
Canada,Calgary,895555412598630564,2025-10-29,51.17613,-114.14117,Calgary,Calgary,Sage Hill,Sage Hill,Sage Hill,Cozy & Large 2-Bedroom Suite,1.0,2,2.0,4,256706434,Emmanuel,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,26,53,4.96,5.0,False,2026-09-24,2026-09-29,CAD,158.91,69.7,5 nights x $114.74,114.0,50.0,0,0,False,['English'],2025-10-29 18:23:32
Canada,Calgary,956701876333477864,2025-10-29,51.18032,-114.16303,Calgary,Calgary,Nolan Hill,Nolan Hill,Nolan Hill,Beautiful 2 Bedroom suite !,1.0,2,2.0,4,497734845,Pramila,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,26,55,4.96,5.0,False,2026-04-23,2026-04-28,CAD,142.18,59.94,5 nights x $102.82,102.0,43.0,0,0,True,['English'],2025-10-29 18:23:39
Canada,Calgary,1416972152673892406,2025-10-29,51.0767474,-114.1162186,Calgary,Calgary,Banff Trail,Banff Trail,Banff Trail,2BR Suite | Kitchen & Laundry | U of C & C-Train,1.0,2,2.0,4,419782745,Amandeep,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,0,34,4.91,5.0,False,2025-11-13,2025-11-18,CAD,154.73,59.94,5 nights x $111.91,111.0,43.0,0,0,True,[],2025-10-29 18:23:55
Canada,Calgary,1095990952629283060,2025-10-29,51.073971296049294,-114.10237217025113,Calgary,Calgary,Capitol Hill,,Capitol Hill,"Modern suite for the whole fam near UofC, SAIT",1.0,2,3.0,5,73582585,Rebecca,True,False,True,Entire home/flat,Entire Home,Entire guest suite,Entire guest suite,1,25,21,4.81,5.0,False,2025-11-02,2025-11-07,CAD,126.85,55.76,5 nights x $91.83,91.0,40.0,0,0,True,[],2025-10-29 18:23:58
